h,beta,se,lb,ub,nobs,shock,outcome,outcome_label,specification
3,5.23344764901324,1.89979665089777,2.10856023731379,8.3583350607127,134,China,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
4,9.05090768031974,1.90819842773604,5.91220057551503,12.1896147851245,133,China,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
5,8.86271745650995,2.13186561038393,5.35611057509683,12.3693243379231,132,China,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
6,11.303647648937,2.66460258740824,6.92076641865427,15.6865288792197,131,China,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
7,10.87589154179,2.95243155209528,6.01957379500012,15.7322092885799,130,China,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
8,7.22543748731933,2.48463928453391,3.13856954848761,11.3123054261511,129,China,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
9,7.82488031161222,2.35867680211568,3.94520221884595,11.7045584043785,128,China,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
10,7.19143064613416,2.22424516417186,3.5328729206168,10.8499883716515,127,China,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
11,2.93474299070993,2.86463255462461,-1.77715825664763,7.64664423806748,126,China,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
12,3.94974605398064,3.06016760812435,-1.08378173532212,8.98327384328339,125,China,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
0,0.462830713044657,0.774109157271108,-0.810465541949073,1.73612696803839,137,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
1,1.71390672910204,0.983336441160763,0.0964622173452039,3.33135124085887,136,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
2,1.60307203473465,0.964611349267314,0.0164275582937514,3.18971651117554,135,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
3,2.03179093760372,1.11232072701752,0.202186155435662,3.86139571977179,134,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
4,4.09681144663822,0.90044158698742,2.61571683642402,5.57790605685241,133,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
5,4.10669655194229,1.12017702550687,2.26416930870959,5.94922379517498,132,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
6,5.19399757651801,1.41365439558521,2.86874301668379,7.51925213635223,131,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
7,5.66386135229437,1.79884591279939,2.70502312829946,8.62269957628929,130,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
8,3.96916284472123,1.49336223740553,1.51280055217238,6.42552513727008,129,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
9,3.6507700298269,1.31257901280379,1.4917696799562,5.80977037969759,128,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
10,3.42206040074707,1.08707037298322,1.63398875499413,5.21013204650001,127,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
11,0.590050461849691,1.16832513507733,-1.33167337404083,2.51177429774021,126,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
12,0.924262157713785,1.42347222269385,-1.41714129064886,3.26566560607643,125,China,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
0,-0.0651045982089387,0.149823148262671,-0.311541747030081,0.181332550612204,137,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
1,-0.0664868013023124,0.201463850408644,-0.397865346346579,0.264891743741954,136,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
2,-0.0681162551305342,0.26236005039102,-0.499660135583374,0.363427625322305,135,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
3,-0.253831970621136,0.27018530231357,-0.698247245080592,0.19058330383832,134,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
4,-0.315147614764211,0.303641843345739,-0.814594002085681,0.184298772557259,133,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
5,-0.479937678362482,0.307664411628816,-0.98600060171403,0.0261252449890671,132,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
6,-0.483543020124146,0.322568464812807,-1.01412092941166,0.047034889163367,131,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
7,-0.379731191783604,0.297554972501166,-0.869165567519593,0.109703183952384,130,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
8,-0.294512426782201,0.343259785200512,-0.859124529455846,0.270099675891444,129,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
9,-0.164500730616464,0.324830890791629,-0.698799999480953,0.369798538248024,128,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
10,0.0668163445967965,0.368171425646047,-0.538771760216999,0.672404449410592,127,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
11,0.417975651780541,0.286917518474421,-0.0539616691180269,0.889912972679108,126,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
12,0.332912899998004,0.295381153940065,-0.152945862393424,0.818771662389431,125,China,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
0,-0.322460604071162,0.251265176932213,-0.735755041674716,0.090833833532392,137,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
1,-0.110758223730034,0.339256813995136,-0.668786024697934,0.447269577237866,136,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
2,-0.360700429748196,0.398868064190166,-1.0167800118065,0.295379152310111,135,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
3,-0.786719100508736,0.418794673338206,-1.47557503789704,-0.0978631631204302,134,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
4,-0.577202324733762,0.446502365792859,-1.31163336055056,0.157228711083034,133,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
5,-0.577439360417621,0.463489983297393,-1.33981254050002,0.184933819664773,132,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
6,-0.872172506288487,0.502285590773105,-1.69835878203709,-0.0459862305398824,131,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
7,-1.00998532851134,0.460338831782642,-1.76717532559562,-0.252795331427052,130,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
8,-0.541390897873193,0.451373597654921,-1.28383439708602,0.201052601339639,129,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
9,-0.139119870515,0.455131819148614,-0.88774509398262,0.60950535295262,128,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
10,0.0421683515268809,0.584212776751531,-0.918776153224267,1.00311285627803,127,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
11,0.468607055349164,0.550604844810615,-0.437057320654628,1.37427143135296,126,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
12,0.547109495609324,0.429810855716197,-0.159866449318579,1.25408544053723,125,China,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
0,-0.056171446109353,0.140067403564449,-0.286561822880012,0.174218930661306,137,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
1,-0.151887859694373,0.139290856084207,-0.381000929525657,0.0772252101369106,136,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
2,0.0280524497297382,0.177044157037297,-0.263159274103626,0.319264173563102,135,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
3,-0.125067347509946,0.198944100219356,-0.452301272316352,0.20216657729646,134,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
4,-0.0515164763069086,0.227393238419554,-0.425545069265553,0.322512116651736,133,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
5,0.191070985152767,0.249477615497804,-0.219283175542,0.601425145847535,132,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
6,0.367998980001471,0.251048874411685,-0.0449396716166742,0.780937631619615,131,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
7,0.420071149744589,0.220474351826868,0.0574231124923894,0.782719186996788,130,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
8,0.0921988265828826,0.195078602093257,-0.228676919610835,0.4130745727766,129,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
9,0.111170147172447,0.197944065171254,-0.214418866358008,0.436759160702902,128,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
10,0.103549692309164,0.23821958515079,-0.288286656336988,0.495386040955317,127,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
11,-0.110429107205632,0.177068686344361,-0.401681178158688,0.180822963747423,126,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
12,-0.560169435412931,0.219404558577753,-0.921057819359234,-0.199281051466628,125,China,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
0,2.77046403650071,1.32231373554844,0.595451492616105,4.94547658038531,137,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
1,3.8678638423311,2.05165871562041,0.493185562676265,7.24254212198593,136,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
2,3.74473815468722,2.40666154482118,-0.21386781615653,7.70334412553097,135,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
3,3.24780741477667,2.39679172109242,-0.694564140709456,7.1901789702628,134,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
4,2.97804481034662,3.29741250591818,-2.44571610956804,8.40180573026128,133,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
5,1.86110839053648,2.5991602282074,-2.41412973785848,6.13634651893143,132,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
6,6.51522482991534,2.09620503027508,3.06727438303344,9.96317527679723,131,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
7,9.51248491103115,3.05301385626415,4.49072399642196,14.5342458256403,130,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
8,10.7932646647118,3.40899262952366,5.18597077378895,16.4005585556346,129,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
9,10.5607229757181,2.69329952225218,6.13063948807498,14.9908064633613,128,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
10,10.2099355928245,2.53770078143543,6.03578925836287,14.3840819272862,127,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
11,6.84064568916742,3.62126091151021,0.884201544732251,12.7970898336026,126,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
12,8.45588958629125,3.09178623853744,3.37035377807429,13.5414253945082,125,Venezuela,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
0,2.54990718810413,1.33090171626362,0.360768672991972,4.73904570321629,137,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
1,3.9905178643869,2.05781272466732,0.605717140630966,7.37531858814284,136,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
2,4.0529441327676,2.35253173634141,0.183373773727988,7.92251449180721,135,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
3,2.87586257393564,2.27215313217347,-0.86149674650904,6.61322189438031,134,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
4,2.64399933521409,3.15119094467436,-2.53924851935017,7.82724718977835,133,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
5,1.56650310576914,2.52197004727604,-2.58176847355582,5.71477468509411,132,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
6,6.33603343333638,2.00150160530204,3.04385625850612,9.62821060816664,131,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
7,8.98487690695986,2.97893341149962,4.08496748060779,13.8847863333119,130,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
8,10.6391336610202,3.37156029423381,5.09341048256416,16.1848568394763,129,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
9,10.4148966926275,2.52613456942877,6.25977508393512,14.5700183013199,128,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
10,10.2308092224794,2.40690684161095,6.27179977432127,14.1898186706374,127,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
11,6.80666176120931,3.64212100924617,0.815905809354589,12.797417713064,126,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
12,7.50257258326103,2.92177087905299,2.69668715572953,12.3084580107925,125,Venezuela,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
0,1.55651748631415,0.913703147427762,0.053609550310622,3.05942542231768,137,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
1,2.71548948357217,1.23030410925543,0.691819307210078,4.73915965993425,136,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
2,2.38163516852143,1.22228632402758,0.371153075271485,4.39211726177137,135,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
3,2.1280083299705,1.06591157433856,0.37473981091017,3.88127684903083,134,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
4,1.15110231800025,1.80824211731422,-1.82319128707044,4.12539592307095,133,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
5,1.27557911327365,1.73327545209221,-1.57540530060617,4.12656352715347,132,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
6,2.97013500924894,1.14125891482899,1.09293114390177,4.8473388745961,131,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
7,5.11353860226338,1.60279675581532,2.47717254519448,7.74990465933227,130,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
8,5.98300069156706,2.04274248533493,2.62298830563604,9.34301307749808,129,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
9,5.37808085148286,1.74207440073852,2.51262345500879,8.24353824795693,128,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
10,4.64651210043181,1.24354994345249,2.60105446564868,6.69196973521493,127,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
11,3.56007779054416,1.59071192013511,0.94358951927499,6.17656606181333,126,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
12,3.46828256172005,1.43010807324457,1.11596411051114,5.82060101292896,125,Venezuela,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
0,-0.132989871175849,0.139786610363345,-0.36291838423125,0.0969386418795523,137,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
1,-0.142960741501774,0.198305667771479,-0.469144538380725,0.183223055377178,136,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
2,-0.0952808060060295,0.249164553836702,-0.505120026092075,0.314558414080016,135,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
3,-0.0536102446488081,0.307337715155652,-0.559135800121561,0.451915310823945,134,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
4,0.0501778902073358,0.360879439426308,-0.543415964625241,0.643771745039913,133,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
5,0.0192616721571651,0.395145973961442,-0.630695616288585,0.669218960602915,132,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
6,-0.139649852379977,0.374703857194483,-0.755982850919029,0.476683146159075,131,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
7,-0.365608328865098,0.305972000049983,-0.868887482892909,0.137670825162713,130,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
8,-0.536389610772416,0.286076194820024,-1.00694307740661,-0.0658361441382235,129,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
9,-0.492366256276366,0.275628252661734,-0.945734387357316,-0.0389981251954156,128,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
10,-0.245065436280281,0.297936009692268,-0.735126562422056,0.244995689861494,127,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
11,-0.00433269484330677,0.440750602698285,-0.729302922272629,0.720637532586015,126,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
12,0.0278050945981685,0.455729099849564,-0.721802568196717,0.777412757393054,125,Venezuela,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
0,-0.29467424693437,0.247252144301421,-0.701367833260092,0.112019339391351,137,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
1,-0.565203707405997,0.313192441204622,-1.08035943025521,-0.0500479845567882,136,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
2,-0.3397786328022,0.371119983093952,-0.950216683028456,0.270659417424055,135,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
3,-0.277932186855859,0.470616561057728,-1.05202754421509,0.496163170503373,134,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
4,0.0719168564581417,0.602227234748407,-0.918658794866732,1.06249250778302,133,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
5,0.148521059133612,0.646670490348155,-0.915157242358038,1.21219936062526,132,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
6,-0.371890599896684,0.611289304587256,-1.37737202966368,0.633590829870307,131,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
7,-0.526915422532218,0.526538593762723,-1.39299433821276,0.339163493148325,130,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
8,-0.646663095247009,0.429394955831347,-1.35295494574087,0.0596287552468486,129,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
9,-0.672480842470493,0.345938802586542,-1.24149953660822,-0.10346214833277,128,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
10,-0.576223645856467,0.420962696564855,-1.26864566411244,0.116198372399507,127,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
11,0.0778683194036829,0.590134514603113,-0.892816577330494,1.04855321613786,126,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
12,0.196656875780868,0.57031114675695,-0.741421482453155,1.13473523401489,125,Venezuela,inv_USA,U.S. inventory,level_change_y_tph_minus_y_tm1
0,0.0211543568875351,0.109081438986854,-0.158268643663078,0.200577357438148,137,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
1,0.0387988956970414,0.106169834508355,-0.135834941666864,0.213432733060946,136,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
2,-0.112922056976451,0.134160424915692,-0.333596318492378,0.107752204539476,135,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
3,-0.0967700054412268,0.198897327554453,-0.423926996060124,0.23038698517767,134,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
4,-0.07947869344363,0.202503888793212,-0.412567949396923,0.253610562509663,133,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
5,-0.124746837171759,0.221656206328648,-0.489338852087739,0.239845177744222,132,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
6,-0.234049150472844,0.221387541589046,-0.598199251217456,0.130100950271768,131,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
7,-0.225771431708522,0.3403315731392,-0.785567054152636,0.334024190735591,130,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
8,-0.0233458268430653,0.309498612926473,-0.532425742851624,0.485734089165494,129,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
9,0.0349872316179991,0.286347202418707,-0.436012002847819,0.505986466083817,128,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
10,-0.0455264931308942,0.302393710691305,-0.542919884928802,0.451866898667013,127,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
11,-0.50111302854965,0.163501792306964,-0.770049544638826,-0.232176512460473,126,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
12,-0.472471081817659,0.331106249299225,-1.01709239688379,0.0721502332484686,125,Venezuela,WorldCP,World crude-oil production,level_change_y_tph_minus_y_tm1
0,-3.70786249334948,1.52845411817576,-6.2219457932598,-1.19377919343916,137,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
1,-5.13731239269259,2.5438017007113,-9.3214938463529,-0.953130939032288,136,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
2,-1.85132530770852,2.80618217043116,-6.46708422862876,2.76443361321172,135,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
3,-0.903180346890739,2.18467434155111,-4.4966498612989,2.69028916751742,134,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
4,1.73300774002282,1.99811107851914,-1.55359251453131,5.01960799457695,133,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
5,3.13959981717862,2.31739297638845,-0.672172425105787,6.95137205946303,132,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
6,3.48289516934646,2.70747304626819,-0.970501690681119,7.93629202937404,131,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
7,4.5866820663165,2.68792735121666,0.165435013685711,9.00792911894728,130,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
8,3.52267845779543,2.76033355502493,-1.01766620178317,8.06302311737404,129,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
9,3.55043440593018,3.68934672128226,-2.51800092965246,9.61886974151282,128,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
10,0.923040731147234,4.26755874277246,-6.09646874513051,7.94255020742498,127,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
11,1.71780029541145,4.24193883506346,-5.25956818274899,8.69516877357189,126,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
12,1.51778913089414,4.5173771657674,-5.91263508452612,8.9482133463144,125,SaudiArabia,Real_Brent,Brent crude oil price,level_change_y_tph_minus_y_tm1
0,-3.1693052895562,1.44508680478246,-5.54626156166235,-0.792349017450054,137,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
1,-4.99948521113366,2.27294110072938,-8.73814062451546,-1.26082979775186,136,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
2,-2.28547566149617,2.53160183783686,-6.44959012645915,1.8786388034668,135,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
3,-0.702393223372049,2.01501317127618,-4.01679494650066,2.61200849975656,134,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
4,1.69718867435461,1.97305639378926,-1.54820029114945,4.94257763985867,133,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
5,3.0243278991278,2.16046062940538,-0.5293136030355,6.5779694012911,132,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
6,3.78369437469274,2.60585714191658,-0.50255919650615,8.06994794589163,131,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
7,4.39200377878428,2.64362552300436,0.0436267489690687,8.74038080859948,130,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
8,3.52302596740324,2.53722434068571,-0.650336691763205,7.69638862656969,129,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
9,4.0114080320528,3.49886485337375,-1.74371251223204,9.76652857633764,128,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
10,1.56181833571759,3.97436086400449,-4.97542354625418,8.09906021768936,127,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
11,1.81806358583602,3.80497863074158,-4.44056931541211,8.07669648708416,126,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
12,1.81581689702716,4.12911160337161,-4.97596729986604,8.60760109392035,125,SaudiArabia,Real_WTI,WTI crude oil price,level_change_y_tph_minus_y_tm1
0,-2.7419742952035,0.890022362629115,-4.20593080644192,-1.27801778396508,137,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
1,-3.39779285772877,1.22718972391964,-5.41634032607558,-1.37924538938197,136,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
2,-1.64391022240369,1.44343143730211,-4.01814365730583,0.730323212498458,135,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
3,-0.902712623495227,1.21161359810872,-2.89563964480808,1.09021439781763,134,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
4,-0.222106833411356,1.26994685854198,-2.31098352971976,1.86676986289705,133,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
5,0.419116619570207,1.14304467798859,-1.4610245647869,2.29925780392731,132,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
6,1.94758391716833,1.27516569725225,-0.149877004921144,4.0450448392578,131,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
7,2.11710248110621,1.45903219983849,-0.282791924637122,4.51699688684954,130,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
8,1.07930100966235,1.33549911727467,-1.11739955717738,3.27600157650208,129,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
9,1.67987318468842,1.64055781251859,-1.01860428345636,4.3783506528332,128,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
10,0.870634811032253,1.8902620643219,-2.2385696013564,3.9798392234209,127,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
11,0.849274389887294,1.85405331761483,-2.20037193415286,3.89892071392745,126,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
12,-0.318382362802133,1.75707591309405,-3.20851505128395,2.57175032567968,125,SaudiArabia,Real_Gasoline,Gasoline price,level_change_y_tph_minus_y_tm1
0,-0.049252165716897,0.171398072395909,-0.331176906749799,0.232672575316005,137,SaudiArabia,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
1,-0.0221915678670572,0.24850952650274,-0.430953363867081,0.386570228132967,136,SaudiArabia,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
2,0.0818684308019815,0.331049080388149,-0.462658849773415,0.626395711377378,135,SaudiArabia,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
3,-0.162467560051294,0.360684021151023,-0.755739980424996,0.430804860322408,134,SaudiArabia,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
4,-0.508178844971615,0.448836065950299,-1.24644847595659,0.230090786013365,133,SaudiArabia,inv_OECD,OECD inventory,level_change_y_tph_minus_y_tm1
